Product ID,Product Name,Segment,Category - Subcategory,Product Weight Pounds
OFF-LA-4551,"harbour creations round labels, laser printer compatible",Corporate,Office Supplies - Labels,68
TEC-AC-4171,"enermax mouse, bluetooth",Home Office,Technology - Accessories,28
TEC-AC-5657,razer tiamat over ear 7.1 surround sound pc gaming headset,Home Office,Technology - Accessories,123
OFF-PA-4184,"enermax parchment paper, recycled",Consumer,Office Supplies - Paper,53
OFF-ST-4243,fellowes bankers box recycled super stor/drawer,Corporate,Office Supplies - Storage,14
OFF-LA-4554,"harbour creations shipping labels, alphabetical",Consumer,Office Supplies - Labels,24
FUR-FU-6253,"tenex frame, black",Consumer,Furniture - Furnishings,30
FUR-BO-3644,"bush saratoga collection 5-shelf bookcase, hanover cherry, *special order",Consumer,Furniture - Bookcases,97
FUR-CH-4673,hon olson stacker stools,Consumer,Furniture - Chairs,36
FUR-BO-3885,"dania 3-shelf cabinet, metal",Home Office,Furniture - Bookcases,23
OFF-PA-4217,"eureka recycled copy paper 8 1/2"" x 11"", ream",Consumer,Office Supplies - Paper,130
TEC-MA-6150,"startech printer, wireless",Consumer,Technology - Machines,121
TEC-AC-5897,"sandisk router, usb",Consumer,Technology - Accessories,27
FUR-CH-4399,global commerce series low-back swivel/tilt chairs,Corporate,Furniture - Chairs,41
FUR-BO-4855,"ikea corner shelving, traditional",Consumer,Furniture - Bookcases,94
TEC-PH-6017,"skilcraft telephone shoulder rest, 2"" x 6.5"" x 2.5"", black",Home Office,Technology - Phones,142
OFF-BI-4341,gbc docubind p50 personal binding machine,Consumer,Office Supplies - Binders,119
OFF-PA-4514,hammermill copyplus copy paper (20lb. and 84 bright),Corporate,Office Supplies - Paper,127
OFF-AP-4565,harmony air purifier,Home Office,Office Supplies - Appliances,59
OFF-AP-4716,honeywell enviracaire portable hepa air cleaner for 17' x 22' room,Consumer,Office Supplies - Appliances,123
OFF-EN-3107,"ames manila envelope, with clear poly window",Consumer,Office Supplies - Envelopes,55
FUR-FU-4064,"eldon frame, black",Consumer,Furniture - Furnishings,27
OFF-SU-4995,"kleencut trimmer, serrated",Home Office,Office Supplies - Supplies,149
TEC-MA-6131,star micronics tsp800 tsp847iiu receipt printer,Home Office,Technology - Machines,25
OFF-LA-6064,"smead shipping labels, laser printer compatible",Home Office,Office Supplies - Labels,16
FUR-CH-4630,"hon chairmat, adjustable",Consumer,Furniture - Chairs,128
TEC-MA-5538,"panasonic calculator, durable",Home Office,Technology - Machines,132
OFF-LA-6055,"smead round labels, alphabetical",Home Office,Office Supplies - Labels,64
OFF-PA-3007,"adams ""while you were out"" message pads",Corporate,Office Supplies - Paper,32
TEC-CO-6003,"sharp ink, high-speed",Corporate,Technology - Copiers,13
TEC-CO-4774,"hp fax machine, digital",Consumer,Technology - Copiers,118
OFF-PA-5676,rediform voice mail log books,Consumer,Office Supplies - Paper,39
OFF-PA-5673,"rediform incoming/outgoing call register, 11"" x 8 1/2"", 100 messages",Home Office,Office Supplies - Paper,21
OFF-BI-6332,unikeep view case binders,Consumer,Office Supplies - Binders,103
OFF-PA-6589,xerox 225,Consumer,Office Supplies - Paper,99
TEC-AC-5123,"logitech memory card, programmable",Home Office,Technology - Accessories,39
OFF-LA-4536,"harbour creations file folder labels, laser printer compatible",Consumer,Office Supplies - Labels,12
FUR-BO-3899,"dania floating shelf set, pine",Consumer,Furniture - Bookcases,63
OFF-PA-6430,xerox 1881,Home Office,Office Supplies - Paper,87
OFF-ST-3018,"advantus 10-drawer portable organizer, chrome metal frame, smoke drawers",Corporate,Office Supplies - Storage,16
OFF-PA-6084,southworth 25% cotton linen-finish paper & envelopes,Corporate,Office Supplies - Paper,114
TEC-AC-3390,"belkin memory card, programmable",Corporate,Technology - Accessories,17
OFF-FA-3068,"advantus staples, 12 pack",Corporate,Office Supplies - Fasteners,65
OFF-AP-4735,"hoover refrigerator, black",Corporate,Office Supplies - Appliances,140
OFF-AR-3527,"boston canvas, fluorescent",Consumer,Office Supplies - Art,67
TEC-PH-5261,"motorola office telephone, voip",Corporate,Technology - Phones,106
TEC-PH-5555,panasonic kx - ts880b telephone,Corporate,Technology - Phones,131
TEC-AC-5140,logitech wireless gaming headset g930,Corporate,Technology - Accessories,90
TEC-CO-5994,"sharp fax and copier, digital",Home Office,Technology - Copiers,138
OFF-AR-5300,newell 322,Consumer,Office Supplies - Art,56
TEC-PH-3127,"apple audio dock, cordless",Corporate,Technology - Phones,46
OFF-LA-3198,avery 48,Consumer,Office Supplies - Labels,33
OFF-ST-5782,safco industrial shelving,Consumer,Office Supplies - Storage,62
OFF-AR-5296,newell 319,Corporate,Office Supplies - Art,56
FUR-FU-4075,"eldon light bulb, duo pack",Corporate,Furniture - Furnishings,83
OFF-EN-5047,laser & ink jet business envelopes,Consumer,Office Supplies - Envelopes,56
OFF-EN-5029,"kraft interoffice envelope, recycled",Home Office,Office Supplies - Envelopes,76
OFF-BI-3188,"avery 3-hole punch, economy",Consumer,Office Supplies - Binders,129
TEC-MA-4211,"epson receipt printer, white",Home Office,Technology - Machines,135
FUR-BO-3618,"bush 3-shelf cabinet, traditional",Consumer,Furniture - Bookcases,118
TEC-MA-6143,"startech phone, durable",Corporate,Technology - Machines,80
OFF-FA-5470,"oic paper clips, metal",Corporate,Office Supplies - Fasteners,136
FUR-CH-5433,"office star bag chairs, adjustable",Home Office,Furniture - Chairs,28
FUR-TA-5055,"lesro computer table, fully assembled",Consumer,Furniture - Tables,130
OFF-SU-2984,"acme ruler, easy grip",Consumer,Office Supplies - Supplies,67
TEC-MA-4196,"epson card printer, wireless",Consumer,Technology - Machines,71
TEC-CO-3611,"brother wireless fax, laser",Corporate,Technology - Copiers,29
TEC-PH-3820,cisco unified ip phone 7945g voip phone,Home Office,Technology - Phones,88
OFF-BI-2908,"acco flexible accohide square ring data binder, dark blue, 11 1/2"" x 14"" 7/8""",Corporate,Office Supplies - Binders,5
OFF-BI-2939,accohide poly flexible ring binders,Consumer,Office Supplies - Binders,120
OFF-FA-5463,"oic clamps, assorted sizes",Home Office,Office Supplies - Fasteners,35
OFF-AR-5319,newell 34,Consumer,Office Supplies - Art,29
OFF-AP-4722,"hoover coffee grinder, black",Home Office,Office Supplies - Appliances,32
OFF-AP-4968,"kitchenaid toaster, black",Consumer,Office Supplies - Appliances,10
TEC-MA-5546,"panasonic inkjet, durable",Consumer,Technology - Machines,93
OFF-BI-2909,"acco four pocket poly ring binder with label holder, smoke, 1""",Corporate,Office Supplies - Binders,11
TEC-PH-3511,blue parrot b250xt professional grade wireless bluetooth headset with,Consumer,Technology - Phones,118
TEC-MA-5507,"okidata phone, red",Consumer,Technology - Machines,144
FUR-FU-4083,"eldon photo frame, black",Corporate,Furniture - Furnishings,81
FUR-CH-4414,"global leather & oak executive chair, burgundy",Consumer,Furniture - Chairs,8
TEC-AC-5894,"sandisk router, bluetooth",Corporate,Technology - Accessories,67
FUR-TA-3420,"bevis conference table, fully assembled",Corporate,Furniture - Tables,137
OFF-PA-4474,"green bar message books, 8.5 x 11",Home Office,Office Supplies - Paper,20
OFF-AR-5918,"sanford markers, easy-erase",Home Office,Office Supplies - Art,114
OFF-SU-2987,"acme ruler, steel",Home Office,Office Supplies - Supplies,82
FUR-CH-5090,"lifetime advantage folding chairs, 4/carton",Consumer,Furniture - Chairs,8
TEC-AC-4936,kensington k72356us mouse-in-a-box usb desktop mouse,Corporate,Technology - Accessories,139
FUR-TA-3764,"chromcraft conference table, fully assembled",Consumer,Furniture - Tables,23
FUR-TA-3355,"barricks training table, with bottom storage",Home Office,Furniture - Tables,36
OFF-BI-3319,avery self-adhesive photo pockets for polaroid photos,Consumer,Office Supplies - Binders,139
OFF-ST-4245,fellowes bankers box stor/drawer steel plus,Consumer,Office Supplies - Storage,15
FUR-FU-5741,"rubbermaid stacking tray, erganomic",Consumer,Furniture - Furnishings,10
OFF-LA-3240,avery 518,Consumer,Office Supplies - Labels,101
TEC-PH-3795,cisco ip phone 7961g voip phone - dark gray,Corporate,Technology - Phones,132
FUR-FU-4114,"electrix incandescent magnifying lamp, black",Corporate,Furniture - Furnishings,125
OFF-AR-5631,prang colored pencils,Corporate,Office Supplies - Art,15
FUR-FU-6268,"tenex photo frame, black",Consumer,Furniture - Furnishings,50
TEC-AC-5133,"logitech numeric keypad, usb",Consumer,Technology - Accessories,43
OFF-ST-4096,"eldon shelving, single width",Home Office,Office Supplies - Storage,145
TEC-CO-4778,"hp ink, digital",Consumer,Technology - Copiers,114
OFF-AR-3544,"boston pencil sharpener, fluorescent",Corporate,Office Supplies - Art,66
OFF-EN-3109,"ames peel and seal, security-tint",Consumer,Office Supplies - Envelopes,18
FUR-TA-5065,"lesro round table, with bottom storage",Corporate,Furniture - Tables,83
OFF-ST-4456,"gould plastics 18-pocket panel bin, 34w x 5-1/4d x 20-1/2h",Corporate,Office Supplies - Storage,146
FUR-FU-4086,"eldon photo frame, erganomic",Corporate,Furniture - Furnishings,36
OFF-PA-6435,xerox 1886,Home Office,Office Supplies - Paper,90
OFF-AR-3533,"boston highlighters, fluorescent",Consumer,Office Supplies - Art,107
OFF-LA-5392,"novimex removable labels, adjustable",Home Office,Office Supplies - Labels,34
TEC-AC-5187,maxell lto ultrium - 800 gb,Consumer,Technology - Accessories,21
FUR-FU-5419,nu-dell leatherette frames,Corporate,Furniture - Furnishings,142
OFF-LA-4660,"hon file folder labels, laser printer compatible",Consumer,Office Supplies - Labels,8
OFF-EN-6359,"white business envelopes with contemporary seam, recycled white business envelopes",Consumer,Office Supplies - Envelopes,111
FUR-CH-5767,safco contoured stacking chairs,Consumer,Furniture - Chairs,50
OFF-FA-2946,"accos paper clips, metal",Home Office,Office Supplies - Fasteners,114
OFF-BI-3711,canvas sectional post binders,Corporate,Office Supplies - Binders,27
OFF-ST-3840,"companion letter/legal file, black",Corporate,Office Supplies - Storage,65
OFF-PA-6499,xerox 1944,Consumer,Office Supplies - Paper,58
OFF-LA-3243,avery 520,Consumer,Office Supplies - Labels,97
OFF-SU-4328,"fiskars trimmer, steel",Corporate,Office Supplies - Supplies,25
OFF-AR-6111,"stanley highlighters, easy-erase",Consumer,Office Supplies - Art,19
OFF-LA-5977,self-adhesive address labels for typewriters with dispenser box,Home Office,Office Supplies - Labels,133
OFF-LA-4695,"hon shipping labels, alphabetical",Home Office,Office Supplies - Labels,143
FUR-FU-5091,"linden 10"" round wall clock, black",Consumer,Furniture - Furnishings,108
OFF-PA-6534,xerox 1977,Corporate,Office Supplies - Paper,54
FUR-FU-3849,"contract clock, 14"", brown",Corporate,Furniture - Furnishings,69
OFF-AP-4503,"hamilton beach refrigerator, silver",Corporate,Office Supplies - Appliances,44
FUR-FU-6242,"tenex door stop, duo pack",Corporate,Furniture - Furnishings,79
OFF-SU-4327,"fiskars trimmer, serrated",Home Office,Office Supplies - Supplies,14
OFF-PA-6602,"xerox cards & envelopes, premium",Consumer,Office Supplies - Paper,38
TEC-PH-3797,"cisco office telephone, full size",Corporate,Technology - Phones,7
OFF-AR-3488,"binney & smith markers, blue",Corporate,Office Supplies - Art,127
OFF-AR-3458,"bic markers, fluorescent",Consumer,Office Supplies - Art,57
TEC-CO-5988,sharp 1540cs digital laser copier,Consumer,Technology - Copiers,117
OFF-BI-3823,clear mylar reinforcing strips,Consumer,Office Supplies - Binders,140
OFF-AR-3496,"binney & smith pens, easy-erase",Consumer,Office Supplies - Art,64
FUR-TA-5421,"office impressions end table, 20-1/2""h x 24""w x 20""d",Corporate,Furniture - Tables,17
OFF-AR-5646,prismacolor color pencil set,Consumer,Office Supplies - Art,101
OFF-ST-3361,"belkin 19"" vented equipment shelf, black",Corporate,Office Supplies - Storage,84
TEC-MA-5496,"okidata calculator, wireless",Consumer,Technology - Machines,65
OFF-BI-3961,deluxe heavy-duty vinyl round ring binder,Consumer,Office Supplies - Binders,134
TEC-AC-5148,logitech ls21 speaker system - pc multimedia - 2.1-ch - wired,Consumer,Technology - Accessories,91
OFF-AR-3285,"avery hi-liter glidestik fluorescent highlighter, yellow ink",Consumer,Office Supplies - Art,52
OFF-AR-5299,newell 321,Corporate,Office Supplies - Art,74
TEC-AC-4157,"enermax keyboard, programmable",Consumer,Technology - Accessories,53
OFF-BI-6209,storex dura pro binders,Consumer,Office Supplies - Binders,25
OFF-ST-5627,portable personal file box,Corporate,Office Supplies - Storage,18
OFF-BI-4826,"ibico hole reinforcements, recycled",Home Office,Office Supplies - Binders,17
OFF-FA-3056,"advantus push pins, bulk pack",Home Office,Office Supplies - Fasteners,60
FUR-FU-5726,"rubbermaid door stop, erganomic",Consumer,Furniture - Furnishings,32
TEC-CO-4776,"hp fax machine, laser",Consumer,Technology - Copiers,69
OFF-AP-3875,"cuisinart stove, white",Corporate,Office Supplies - Appliances,87
OFF-AP-3967,disposable triple-filter dust bags,Consumer,Office Supplies - Appliances,72
OFF-ST-4097,"eldon shelving, wire frame",Home Office,Office Supplies - Storage,59
FUR-TA-4643,"hon computer table, fully assembled",Consumer,Furniture - Tables,62
OFF-BI-5665,recycled easel ring binders,Consumer,Office Supplies - Binders,124
OFF-AP-4220,eureka the boss cordless rechargeable stick vac,Consumer,Office Supplies - Appliances,48
FUR-CH-3977,dmi arturo collection mission-style design wood chair,Consumer,Furniture - Chairs,110
FUR-BO-3643,bush mission pointe library,Consumer,Furniture - Bookcases,62
FUR-BO-5778,"safco floating shelf set, mobile",Consumer,Furniture - Bookcases,99
TEC-MA-5499,"okidata card printer, white",Consumer,Technology - Machines,122
OFF-PA-6466,xerox 1914,Consumer,Office Supplies - Paper,123
OFF-ST-4262,"fellowes folders, industrial",Consumer,Office Supplies - Storage,109
OFF-AP-6320,tripp lite tlp810net broadband surge for modem/fax,Corporate,Office Supplies - Appliances,124
FUR-BO-4845,"ikea 3-shelf cabinet, mobile",Home Office,Furniture - Bookcases,52
TEC-PH-3811,cisco spa301,Corporate,Technology - Phones,143
OFF-LA-3313,"avery removable labels, laser printer compatible",Corporate,Office Supplies - Labels,5
TEC-PH-3796,"cisco office telephone, cordless",Home Office,Technology - Phones,60
OFF-ST-3927,"decoflex hanging personal folder file, blue",Corporate,Office Supplies - Storage,130
FUR-TA-3337,"barricks coffee table, fully assembled",Corporate,Furniture - Tables,84
OFF-BI-4354,gbc poly designer binding covers,Corporate,Office Supplies - Binders,111
FUR-BO-4853,"ikea corner shelving, mobile",Consumer,Furniture - Bookcases,26
TEC-MA-4207,"epson printer, white",Consumer,Technology - Machines,18
OFF-ST-4256,fellowes econo/stor drawers,Consumer,Office Supplies - Storage,10
OFF-EN-4440,"globeweis interoffice envelope, security-tint",Consumer,Office Supplies - Envelopes,138
FUR-FU-6277,"tenex stacking tray, durable",Corporate,Furniture - Furnishings,52
OFF-LA-3219,avery 499,Consumer,Office Supplies - Labels,62
TEC-AC-3748,case logic 2.4ghz wireless keyboard,Consumer,Technology - Accessories,78
TEC-AC-4877,imation secure drive + hardware encrypted usb flash drive - 16 gb,Corporate,Technology - Accessories,14
OFF-FA-5459,oic binder clips,Home Office,Office Supplies - Fasteners,142
FUR-FU-3937,"deflect-o duramat lighweight, studded, beveled mat for low pile carpeting",Home Office,Furniture - Furnishings,10
OFF-SU-2979,"acme letter opener, serrated",Corporate,Office Supplies - Supplies,71
OFF-BI-4805,"ibico 3-hole punch, economy",Consumer,Office Supplies - Binders,149
OFF-AR-5313,newell 334,Consumer,Office Supplies - Art,83
OFF-SU-4981,"kleencut ruler, easy grip",Home Office,Office Supplies - Supplies,89
FUR-FU-2858,12-1/2 diameter round wall clock,Home Office,Furniture - Furnishings,86
OFF-AP-3505,black & decker filter for double action dustbuster cordless vac bldv7210,Corporate,Office Supplies - Appliances,24
TEC-PH-5087,lg exalt,Home Office,Technology - Phones,35
TEC-AC-5231,micro innovations usb rf wireless keyboard with mouse,Consumer,Technology - Accessories,143
OFF-ST-6267,"tenex personal self-stacking standard file box, black/gray",Home Office,Office Supplies - Storage,23
OFF-LA-4529,"harbour creations color coded labels, laser printer compatible",Home Office,Office Supplies - Labels,93
OFF-BI-4353,gbc plasticlear binding covers,Home Office,Office Supplies - Binders,26
TEC-AC-6341,"verbatim 25 gb 6x blu-ray single layer recordable disc, 25/pack",Home Office,Technology - Accessories,74
TEC-CO-6007,"sharp personal copier, high-speed",Consumer,Technology - Copiers,39
OFF-SU-2986,"acme ruler, serrated",Consumer,Office Supplies - Supplies,131
TEC-MA-4190,"epson calculator, red",Consumer,Technology - Machines,93
TEC-CO-4791,"hp wireless fax, high-speed",Consumer,Technology - Copiers,38
OFF-LA-5376,"novimex color coded labels, alphabetical",Consumer,Office Supplies - Labels,26
FUR-FU-6355,"westinghouse floor lamp with metal mesh shade, black",Home Office,Furniture - Furnishings,20
TEC-PH-5819,samsung galaxy note 3,Consumer,Technology - Phones,133
OFF-PA-6308,tops green bar computer printout paper,Consumer,Office Supplies - Paper,48
OFF-LA-3204,avery 485,Consumer,Office Supplies - Labels,5
OFF-PA-4470,"green bar memo slips, 8.5 x 11",Consumer,Office Supplies - Paper,29
TEC-AC-4870,imation bio 8gb usb flash drive imation corp,Consumer,Technology - Accessories,95
FUR-BO-5941,"sauder 3-shelf cabinet, mobile",Home Office,Furniture - Bookcases,22
TEC-PH-6413,wilson signalboost 841262 db pro amplifier kit,Home Office,Technology - Phones,16
FUR-FU-4103,"eldon stacking tray, durable",Consumer,Furniture - Furnishings,100
TEC-PH-5250,motorola droid maxx,Home Office,Technology - Phones,26
FUR-TA-5772,safco drafting table,Consumer,Furniture - Tables,126
OFF-AP-4720,"hoover blender, silver",Corporate,Office Supplies - Appliances,60
TEC-AC-5222,"memorex numeric keypad, usb",Consumer,Technology - Accessories,61
OFF-ST-5711,"rogers trays, single width",Consumer,Office Supplies - Storage,105
OFF-AR-3550,"boston ranger #55 pencil sharpener, black",Consumer,Office Supplies - Art,44
OFF-LA-4639,"hon color coded labels, alphabetical",Consumer,Office Supplies - Labels,78
FUR-FU-3829,c-line cubicle keepers polyproplyene holder with velcro backings,Corporate,Furniture - Furnishings,10
OFF-LA-3235,avery 513,Consumer,Office Supplies - Labels,7
OFF-FA-2947,"accos push pins, 12 pack",Consumer,Office Supplies - Fasteners,124
OFF-LA-4638,"hon color coded labels, adjustable",Consumer,Office Supplies - Labels,59
TEC-AC-3388,"belkin memory card, bluetooth",Home Office,Technology - Accessories,136
OFF-AR-3462,"bic pencil sharpener, fluorescent",Corporate,Office Supplies - Art,39
OFF-AR-3515,boston 1645 deluxe heavier-duty electric pencil sharpener,Corporate,Office Supplies - Art,146
TEC-AC-5142,logitech wireless headset h800,Home Office,Technology - Accessories,130
FUR-CH-5368,"novimex bag chairs, red",Consumer,Furniture - Chairs,135
OFF-EN-4431,"globeweis business envelopes, recycled",Home Office,Office Supplies - Envelopes,145
OFF-FA-5461,oic bulk pack metal binder clips,Corporate,Office Supplies - Fasteners,109
FUR-FU-5729,"rubbermaid frame, durable",Consumer,Furniture - Furnishings,146
OFF-BI-5670,recycled pressboard report cover with reinforced top hinge,Corporate,Office Supplies - Binders,81
OFF-BI-5636,"premier elliptical ring binder, black",Consumer,Office Supplies - Binders,29
FUR-FU-5720,"rubbermaid clock, durable",Corporate,Furniture - Furnishings,102
TEC-PH-5818,samsung galaxy note 2,Corporate,Technology - Phones,136
TEC-AC-3393,"belkin mouse, erganomic",Home Office,Technology - Accessories,78
FUR-BO-5748,"safco 3-shelf cabinet, traditional",Corporate,Furniture - Bookcases,124
TEC-AC-5856,sandisk cruzer 32 gb usb flash drive,Corporate,Technology - Accessories,100
FUR-BO-5962,"sauder floating shelf set, traditional",Consumer,Furniture - Bookcases,37
OFF-AP-4740,"hoover replacement belts for soft guard & commercial ltweight upright vacs, 2/pk",Corporate,Office Supplies - Appliances,10
OFF-SU-6174,"stiletto scissors, serrated",Corporate,Office Supplies - Supplies,92
OFF-FA-2958,"accos staples, metal",Home Office,Office Supplies - Fasteners,11
OFF-ST-5764,safco commercial shelving,Home Office,Office Supplies - Storage,32
TEC-MA-5514,"okidata receipt printer, durable",Corporate,Technology - Machines,145
OFF-LA-3194,avery 476,Consumer,Office Supplies - Labels,16
FUR-CH-4411,global highback leather tilter in burgundy,Corporate,Furniture - Chairs,103
TEC-PH-3170,at&t tr1909w,Corporate,Technology - Phones,130
OFF-PA-6311,tops white computer printout paper,Consumer,Office Supplies - Paper,70
OFF-AR-3968,"dixon my first ticonderoga pencil, #2",Consumer,Office Supplies - Art,141
OFF-AP-4965,"kitchenaid stove, red",Corporate,Office Supplies - Appliances,95
OFF-BI-4364,gbc recycled velobinder covers,Consumer,Office Supplies - Binders,32
OFF-EN-5025,"kraft clasp envelope, recycled",Corporate,Office Supplies - Envelopes,92
OFF-ST-4264,"fellowes folders, wire frame",Consumer,Office Supplies - Storage,120
OFF-LA-3213,avery 493,Corporate,Office Supplies - Labels,131
OFF-BI-3984,"dxl angle-view binders with locking rings, black",Consumer,Office Supplies - Binders,95
OFF-BI-4360,gbc proclick punch binding system,Consumer,Office Supplies - Binders,51
TEC-CO-6008,"sharp personal copier, laser",Home Office,Technology - Copiers,146
TEC-AC-5049,lenovo 17-key usb numeric keypad,Consumer,Technology - Accessories,127
FUR-CH-4704,"hon swivel stool, set of two",Consumer,Furniture - Chairs,45
FUR-FU-4077,"eldon light bulb, erganomic",Home Office,Furniture - Furnishings,87
TEC-PH-5254,"motorola headset, with caller id",Corporate,Technology - Phones,28
TEC-MA-5021,"konica receipt printer, wireless",Consumer,Technology - Machines,86
TEC-CO-3690,canon image class d660 copier,Consumer,Technology - Copiers,126
OFF-PA-6581,xerox 218,Corporate,Office Supplies - Paper,136
TEC-MA-5001,"konica calculator, wireless",Corporate,Technology - Machines,63
OFF-SU-4987,"kleencut scissors, serrated",Consumer,Office Supplies - Supplies,147
TEC-CO-5991,"sharp copy machine, high-speed",Home Office,Technology - Copiers,141
TEC-MA-5545,"panasonic card printer, wireless",Consumer,Technology - Machines,22
OFF-PA-5854,"sandisk computer printout paper, recycled",Consumer,Office Supplies - Paper,22
FUR-BO-4844,"ikea 3-shelf cabinet, metal",Consumer,Furniture - Bookcases,66
OFF-BI-5188,"mead 1st gear 2"" zipper binder, asst. colors",Consumer,Office Supplies - Binders,60
OFF-SU-2993,"acme shears, easy grip",Consumer,Office Supplies - Supplies,79
OFF-BI-3302,avery non-stick binders,Consumer,Office Supplies - Binders,35
OFF-EN-4913,"jiffy interoffice envelope, with clear poly window",Corporate,Office Supplies - Envelopes,33
OFF-ST-6266,"tenex personal project file with scoop front design, black",Consumer,Office Supplies - Storage,130
TEC-AC-5900,sandisk ultra 64 gb microsdhc class 10 memory card,Consumer,Technology - Accessories,26
TEC-PH-4901,jensen smps-640 - speaker phone,Corporate,Technology - Phones,41
OFF-BI-2935,acco suede grain vinyl round ring binder,Corporate,Office Supplies - Binders,96
FUR-CH-4427,"global value mid-back manager's chair, gray",Consumer,Furniture - Chairs,83
FUR-FU-3945,deflect-o glasstique clear desk accessories,Corporate,Furniture - Furnishings,94
OFF-LA-4550,"harbour creations round labels, alphabetical",Consumer,Office Supplies - Labels,9
TEC-AC-3124,anker ultra-slim mini bluetooth 3.0 wireless keyboard,Consumer,Technology - Accessories,139
TEC-MA-5508,"okidata phone, white",Consumer,Technology - Machines,88
TEC-PH-5613,plantronics voyager pro legend,Corporate,Technology - Phones,113
OFF-SU-5169,martin-yale premier letter opener,Consumer,Office Supplies - Supplies,71
OFF-EN-4439,"globeweis interoffice envelope, recycled",Consumer,Office Supplies - Envelopes,30
OFF-SU-4315,"fiskars scissors, easy grip",Corporate,Office Supplies - Supplies,86
TEC-PH-3966,digium d40 voip phone,Corporate,Technology - Phones,73
OFF-BI-4829,"ibico index tab, durable",Consumer,Office Supplies - Binders,142
OFF-AP-3865,"cuisinart microwave, red",Home Office,Office Supplies - Appliances,80
FUR-TA-4943,ki adjustable-height table,Consumer,Furniture - Tables,21
OFF-AR-5906,"sanford colorific colored pencils, 12/box",Consumer,Office Supplies - Art,135
TEC-AC-5865,"sandisk keyboard, erganomic",Corporate,Technology - Accessories,148
FUR-FU-3067,"advantus stacking tray, erganomic",Consumer,Furniture - Furnishings,127
OFF-LA-3211,avery 491,Consumer,Office Supplies - Labels,31
OFF-PA-5274,multicolor computer printout paper,Consumer,Office Supplies - Paper,58
OFF-LA-3980,"dot matrix printer tape reel labels, white, 5000/box",Consumer,Office Supplies - Labels,109
OFF-PA-6456,xerox 1905,Corporate,Office Supplies - Paper,79
OFF-AR-3852,"crayola anti dust chalk, 12/pack",Corporate,Office Supplies - Art,105
OFF-PA-6550,xerox 1991,Corporate,Office Supplies - Paper,72
FUR-FU-6232,"tenex carpeted, granite-look or clear contemporary contour shape chair mats",Consumer,Furniture - Furnishings,28
OFF-PA-6595,xerox 230,Consumer,Office Supplies - Paper,94
TEC-MA-4998,"konica calculator, durable",Corporate,Technology - Machines,137
OFF-LA-3190,"avery 4027 file folder labels for dot matrix printers, 5000 labels per box, white",Home Office,Office Supplies - Labels,148
FUR-BO-5746,"safco 3-shelf cabinet, mobile",Consumer,Furniture - Bookcases,27
TEC-MA-4204,"epson phone, wireless",Consumer,Technology - Machines,22
TEC-PH-4458,grandstream gxp1160 voip phone,Consumer,Technology - Phones,104
TEC-PH-5975,seidio bd2-hk3iph5-bk dilex case and holster combo for apple iphone 5/5s - black,Home Office,Technology - Phones,80
FUR-CH-5435,"office star bag chairs, red",Consumer,Furniture - Chairs,67
OFF-PA-6440,xerox 1890,Consumer,Office Supplies - Paper,118
OFF-PA-6081,"southworth 100% résumé paper, 24lb.",Consumer,Office Supplies - Paper,26
OFF-AR-3482,"binney & smith highlighters, easy-erase",Consumer,Office Supplies - Art,50
OFF-ST-6090,space solutions industrial galvanized steel shelving.,Home Office,Office Supplies - Storage,16
FUR-TA-3778,"chromcraft wood table, fully assembled",Home Office,Furniture - Tables,42
FUR-BO-5527,o'sullivan living dimensions 2-shelf bookcases,Consumer,Furniture - Bookcases,30
FUR-CH-4651,"hon deluxe fabric upholstered stacking chairs, squared back",Consumer,Furniture - Chairs,104
FUR-FU-3084,aluminum document frame,Corporate,Furniture - Furnishings,146
OFF-LA-4659,"hon file folder labels, alphabetical",Corporate,Office Supplies - Labels,72
FUR-FU-6234,tenex chairmats for use with carpeted floors,Corporate,Furniture - Furnishings,123
OFF-PA-6504,xerox 1949,Consumer,Office Supplies - Paper,109
FUR-CH-6016,"situations contoured folding chairs, 4/set",Home Office,Furniture - Chairs,118
OFF-ST-3058,advantus rolling drawer organizers,Home Office,Office Supplies - Storage,91
OFF-PA-6546,xerox 1988,Consumer,Office Supplies - Paper,71
TEC-CO-3597,"brother fax machine, high-speed",Corporate,Technology - Copiers,149
OFF-SU-2996,"acme shears, steel",Home Office,Office Supplies - Supplies,12
OFF-BI-5588,"performers binder/pad holder, black",Corporate,Office Supplies - Binders,30
OFF-EN-5583,"peel & seel recycled catalog envelopes, brown",Corporate,Office Supplies - Envelopes,145
OFF-LA-3322,"avery shipping labels, alphabetical",Consumer,Office Supplies - Labels,126
OFF-ST-2921,acco perma 3000 stacking storage drawers,Corporate,Office Supplies - Storage,90
TEC-AC-4873,imation 32gb pocket pro usb 3.0 flash drive - 32 gb - black - 1 p ...,Corporate,Technology - Accessories,147
OFF-AP-3363,belkin 5 outlet surgemaster power centers,Consumer,Office Supplies - Appliances,114
OFF-FA-3076,advantus t-pin paper clips,Home Office,Office Supplies - Fasteners,145
OFF-LA-3192,avery 474,Consumer,Office Supplies - Labels,68
FUR-FU-6300,tensor track tree floor lamp,Consumer,Furniture - Furnishings,120
OFF-AR-3853,crayola colored pencils,Corporate,Office Supplies - Art,119
FUR-FU-2864,36x48 hardfloor chairmat,Home Office,Furniture - Furnishings,84
TEC-PH-5535,otterbox defender series case - samsung galaxy s4,Corporate,Technology - Phones,6
